uk,geo_name,geo_network,province_tr,district_tr,erdogan,kilicdaroglu
relation_11644872,Karaköprü Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,2485,1385
relation_11629516,Kavaklı Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,2835,1666
relation_12122249,Körfez Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,825,519
relation_11650348,Merkez Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,2179,2591
relation_11651440,Piyalepaşa Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,5076,2219
relation_12089802,Topçular Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,2110,5218
relation_12122251,Ulaşlı Yalı Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,322,209
relation_12122250,Ulaşlı Yavuz Sultan Selim Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,821,506
relation_11645258,Yazlık Merkez Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,1052,359
relation_11644873,Yazlık Yeni Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,2011,874
relation_11651438,Yeni Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,3294,1939
relation_12103787,Yukarı Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,930,761
relation_12089800,Yunus Emre Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,975,686
relation_11650347,Yüzbaşılar Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,1120,3140
relation_11644888,Çiftlik Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,6856,3020
relation_12089798,İhsaniye Merkez Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,1678,1196
relation_11651437,İpek Yolu Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,2232,1197
relation_11651439,Şehitler Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,4470,2167
relation_11651436,Şirinköy Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,3873,2189
relation_12322169,Selimiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,262,53
relation_12322178,Nimetiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,68,20
relation_12915589,Sofular Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,91,16
relation_12918890,Siyretiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,182,22
relation_12918871,Şevketiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,121,16
relation_12322170,Hamidiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,458,127
relation_12915588,Ayvazpınarı Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,85,16
relation_12322180,Panayır Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,244,22
relation_12918872,İcadiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,158,15
relation_12322175,Hasaneyn Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,328,50
relation_12322201,Ferhadiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,136,56
relation_12918899,Mamuriye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,176,26
relation_12918870,Mesruriye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,113,18
relation_12322186,Ümmiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,107,20
relation_12918903,Eskiferhadiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,34,8
relation_12122199,Örcün Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,321,330
relation_12918949,Nüzhetiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,192,154
relation_12122198,Saraylı Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,271,234
relation_12322163,Lütfiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,132,58
relation_12918948,İrşadiye Mahallesi,TR41-neighborhoods,Kocaeli,Gölcük,273,29
relation_7756005,28 Haziran Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,3818,2980
relation_11641305,Akarca Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,472,1100
relation_3268045,Akmeşe Atatürk Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,308,236
relation_3268046,Akmeşe Cumhuriyet Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,272,346
relation_11641179,Akçakoca Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,559,886
relation_11641382,Alikahya Atatürk Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,3014,2785
relation_11641304,Alikahya Cumhuriyet Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1262,3115
relation_11641036,Alikahya Fatih Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,3010,2863
relation_11641323,Alikahya Merkez Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1861,768
relation_11642834,Ayazma Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1730,1868
relation_7756086,Bekirdere Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,3831,1873
relation_11629253,Cedit Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1520,1646
relation_11642006,Cumhuriyet Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1098,2695
relation_11642032,Doğan Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1850,1113
relation_7756004,Erenler Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,4051,3402
relation_11641539,Fatih Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1403,705
relation_11641303,Fevzi Çakmak Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,949,2572
relation_11641542,Gültepe Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1405,974
relation_11642835,Gündoğdu Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,3573,2670
relation_11641180,Hacıhasan Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,428,760
relation_11640986,Hacıhızır Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1338,1461
relation_11642105,Hatipköy Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,722,576
relation_7755941,Kadıköy Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,4023,3793
relation_11629255,Karabaş Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1513,2789
relation_11641302,Karadenizliler Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1184,714
relation_11640987,Kemalpaşa Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,156,351
relation_11642033,Kocatepe Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1647,1501
relation_11641181,Kozluk Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1851,3397
relation_11642034,Kuruçeşme Fatih Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,2464,1938
relation_11629257,Körfez Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1444,1601
relation_7755940,Mehmet Ali Paşa Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,4675,2701
relation_11642836,Malta Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,2022,2209
relation_11641415,Orhan Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1238,2516
relation_11629256,Sanayi Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1073,433
relation_11642008,Serdar Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,4499,2714
relation_7755938,Tavşantepe Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,4944,2381
relation_11640988,Tepecik Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,296,600
relation_11642833,Tepeköy Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,4538,2684
relation_11640985,Terzibayırı Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,660,566
relation_11640984,Topçular Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,2702,3236
relation_11641414,Turgut Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,3020,2901
relation_11642775,Tüysüzler Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,849,1407
relation_11641178,Veliahmet Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1036,1389
relation_11641037,Yahyakaptan Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,3074,11560
relation_11642007,Yeni Mahalle,TR41-neighborhoods,Kocaeli,İzmit,3147,2669
relation_11641540,Yenidoğan Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,2339,1758
relation_7755939,Yenişehir Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,9828,5612
relation_7766955,Yeşilova Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,5806,2617
relation_11641541,Zabıtan Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,972,892
relation_11629252,Çukurbağ Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1025,1420
relation_11629254,Ömerağa Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,282,570
relation_11642035,Şirintepe Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,2230,3244
relation_11932345,Çayırköy Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,793,853
relation_11957137,Sultaniye Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,67,44
relation_11955961,Emirhan Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,244,72
relation_11955967,Bayraktar Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,58,677
relation_11744523,Sekbanlı Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,114,37
relation_11958722,Çubuklubala Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,180,45
relation_11956965,Fethiye Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,22,50
relation_11956670,Karaabdülbaki Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,242,109
relation_11958719,Orhaniye Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,203,85
relation_11957125,Bağlıca Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,130,80
relation_11955960,Eseler Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,174,60
relation_11958800,Kulmahmut Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,144,52
relation_11955962,Yassıbağ Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,374,206
relation_11642776,Arızlı Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,336,144
relation_11957147,Gülbahçe Kadriye Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,45,27
relation_11956955,Sapakpınar Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,155,144
relation_11958803,Nebihoca Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,233,43
relation_3268047,Yenice Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,130,39
relation_11642790,Kabaoğlu Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1000,1370
relation_11956699,Hasancıklar Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,137,36
relation_11956952,Zeytinburnu Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,147,61
relation_11958799,Hakaniye Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,31,24
relation_11642436,Bulduk Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,126,60
relation_11956698,Süleymaniye Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,160,112
relation_11642104,Akpınar Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,1464,1253
relation_11956591,Gedikli Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,281,125
relation_11875167,Sepetçi Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,361,79
relation_11958721,Çubukluosmaniye Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,357,98
relation_11958715,Kozluca Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,87,45
relation_11956593,Biberoğlu Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,73,34
relation_11932344,Kaynarca Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,190,48
relation_11958714,Arpalıkihsaniye Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,110,59
relation_11932381,Durhasan Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,299,115
relation_11932335,Çağırgan Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,105,29
relation_11957138,Mecidiye Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,29,110
relation_11956669,Kurtdere Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,200,40
relation_11958801,Şahinler Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,219,65
relation_11956700,Ortaburun Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,155,45
relation_11956954,Çavuşoğlu Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,80,12
relation_11958772,Kısalar Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,125,34
relation_11932334,Süverler Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,104,29
relation_11957126,Güvercinlik Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,57,29
relation_11956592,Dağköy Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,32,44
relation_11958802,Böğürgen Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,127,41
relation_11958716,Balören Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,29,480
relation_11957124,Ambarcı Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,204,33
relation_11932343,Gökçeören Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,301,44
relation_11642103,Kulfallı Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,229,95
relation_11956953,Düğmeciler Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,54,38
relation_11958771,Sarışeyh Mahallesi,TR41-neighborhoods,Kocaeli,İzmit,229,36
relation_3267255,Akbal Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,126,42
relation_3267256,Akdurak Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,2320,1148
relation_3267257,Aydınlık Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,1274,975
relation_3267258,Orhan Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,954,744
relation_3267259,Çarşı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,1299,1155
relation_13905083,Kaymaz Erikli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,118,29
relation_12919869,İncecik Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,195,35
relation_12919615,Beylerbeyi Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,264,35
relation_13536974,Hacışeyh Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,83,41
relation_12919858,Lokmanlı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,109,34
relation_12331886,Sarıgazi Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,108,25
relation_12922224,Ağaçağıl Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,148,15
relation_12919849,Safalı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,218,130
relation_12918965,Pınarlı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,234,81
relation_13905086,Sinanlıbilalli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,184,31
relation_12322122,Alaybey,TR41-neighborhoods,Kocaeli,Kandıra,159,22
relation_12919809,Kaymaz Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,289,47
relation_12922269,Kubuzcu Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,164,45
relation_12330148,Ballar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,243,422
relation_13537018,Üğümce Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,207,32
relation_14510750,Kocakaymas Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,627,255
relation_13534711,Kabaağaç Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,79,65
relation_14510754,Sepetçi Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,135,34
relation_12331878,Bozburun Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,185,78
relation_13534695,Hacılar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,161,67
relation_12919654,Bolu Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,205,93
relation_12326835,Kerpe Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,198,171
relation_14510753,Goncaaydın Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,117,37
relation_12326809,Balcı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,176,57
relation_13905082,Ahmethacılar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,181,19
relation_12330195,Akçabeyli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,235,42
relation_12919793,Antaplı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,166,11
relation_14510751,Elmacık Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,133,21
relation_12331885,Pelitpınarı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,196,27
relation_13536969,Eğercili Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,206,52
relation_12918952,Çakmaklar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,43,63
relation_13018849,Nasuhlar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,78,14
relation_13275899,Balaban Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,249,41
relation_11984002,Kızılcapınar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,63,40
relation_12919658,Ömerli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,117,48
relation_12919866,Çerçili Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,224,109
relation_12919857,Süllü Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,113,38
relation_13905084,Sucuali Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,70,32
relation_12918969,Avdan Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,101,48
relation_12326846,Kurtyeri Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,368,229
relation_12922228,Çalca Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,72,32
relation_12919798,Hacımazlı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,161,30
relation_12331884,Karlı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,165,10
relation_13539355,Şerefsungur Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,147,40
relation_13275898,Gebeşler Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,63,15
relation_13534735,Sarnıçlar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,261,49
relation_13534805,Ferizli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,122,47
relation_12926070,Sarıcaali Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,218,77
relation_14510749,Akçakese Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,118,18
relation_12330100,Pınardüzü Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,215,34
relation_12919650,Selametli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,113,51
relation_13764565,Dalca Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,96,75
relation_12919827,Alefli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,94,19
relation_14370712,Kırkarmut Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,268,67
relation_12331875,Kanatlar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,153,52
relation_14510752,Topluca Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,264,89
relation_12330200,Cebeci Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,263,226
relation_13018850,Çalyer Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,103,12
relation_14370735,Hüdaverdiler Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,62,18
relation_12919828,Mülküşehsuvar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,239,30
relation_12918953,Teksen Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,75,279
relation_12919655,Tatarahmet Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,75,45
relation_14370734,Sarıahmetler Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,128,42
relation_13534783,Yusufça Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,220,85
relation_12330092,Esentepe Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,136,28
relation_12322121,Babaköy Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,221,53
relation_12919881,Mancarlar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,88,20
relation_13905085,Beyce Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,163,25
relation_12330201,Kefken Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,835,395
relation_12326849,Duraklı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,184,27
relation_12919826,Hıdırlar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,64,21
relation_12919837,Seyitaliler Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,253,49
relation_12919618,Akıncı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,165,44
relation_12330164,Karaağaç Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,805,181
relation_12919801,Merkez Erikli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,244,88
relation_12330192,Çamkonak Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,447,90
relation_12919620,Akçaova Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,184,234
relation_12919611,Bağırganlı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,286,270
relation_12919804,Selimköy Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,106,22
relation_3199998,Yağcılar Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,263,85
relation_11984000,Doğancılı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,68,40
relation_12330171,Babalı Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,318,183
relation_12326815,Özbey Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,213,57
relation_13121367,Hediyeli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,168,96
relation_13534806,Döngelli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,224,87
relation_14510747,Terziler Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,138,35
relation_13536990,Deliveli Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,54,30
relation_13534733,Çakırcaali Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,177,64
relation_11984001,Çalköy Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,219,290
relation_14510748,Pirceler Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,99,24
relation_13539364,Karadivan Mahallesi,TR41-neighborhoods,Kocaeli,Kandıra,140,29
relation_12326862,Ereğli Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,1753,1431
relation_15951479,Dereköy Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,460,318
relation_15951485,Kızderbent Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,340,150
relation_15951477,4 Temmuz Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,11398,7740
relation_15951478,Kayacık Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,5006,5031
relation_12326866,Tepeköy Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,369,394
relation_15951487,Yalakdere Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,255,294
relation_15951480,Oluklu Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,132,49
relation_15671033,Fulacık Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,57,51
relation_14510943,Akpınar Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,69,24
relation_15951488,Avcıköy Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,126,78
relation_14510942,Çamçukur Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,416,60
relation_15951482,İnebeyli Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,141,69
relation_14510944,Osmaniye Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,150,25
relation_15521888,Pazarköy Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,121,69
relation_14786103,Akçat Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,282,68
relation_14786105,Suludere Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,55,28
relation_15951484,İhsaniye Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,129,33
relation_15951486,Semetler Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,143,57
relation_15951481,Karaahmetli Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,138,49
relation_15671035,Kadriye Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,28,12
relation_14786106,Safiye Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,49,5
relation_15951489,Çamdibi Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,133,51
relation_15671034,Tahtalı Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,22,17
relation_14786104,Senaiye Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,111,7
relation_15951483,Hayriye Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,169,44
relation_14786102,Karapınar Mahallesi,TR41-neighborhoods,Kocaeli,Karamürsel,387,51
relation_11744607,Arslanbey Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,1569,992
relation_10888258,Ataevler Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,5160,4517
relation_11642972,Sarımeşe Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,1171,1112
relation_11642860,Dumlupınar Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,2678,3206
relation_11642970,Emekevler Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,3182,2106
relation_11642861,Köseköy Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,3247,1553
relation_11744940,Derbent Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,1820,1235
relation_11642971,Rahmiye Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,2199,736
relation_11642973,Fatih Sultan Mehmet Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,5985,5131
relation_11744901,Suadiye Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,1796,605
relation_11642968,Uzunbey Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,404,321
relation_11744945,Uzuntarla Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,859,568
relation_10888259,Ertuğrul Gazi Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,2367,1724
relation_11744907,Acısu Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,2067,629
relation_11744994,Eşme Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,1207,968
relation_11744905,Çepni Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,1742,530
relation_11744939,Maşukiye Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,2788,1360
relation_11642969,Uzunçiftlik Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,1672,1425
relation_11744996,İbrikdere Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,1850,607
relation_11744944,İstasyon Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,3853,1678
relation_11744906,Şevkatiye Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,914,316
relation_11744608,Ataşehir Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,1718,1492
relation_11744900,Balaban Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,539,430
relation_11744902,Sultaniye Mahallesi,TR41-neighborhoods,Kocaeli,Kartepe,299,26
